UserID,Query,MissionID
707848,cholorform perfume,4
707848,chloroform perfume,4
707848,grillz lyrics,4
707848,so many ways lyrics,4
707848,i could have met you in a sandbox lyrics,4
707848,john mayer lyrics,4
707848,the execution of all things,4
707848,your eyes the shine lyrics,4
707848,your eyes they shine lyrics,4
707848,conor oberst,4
707848,desaparecidos lyrics,4
707848,the star that destroyed us all lyrics,4
707848,down and out lyrics,4
707848,down and out lyrics academy is,4
707848,my eyes on the lines lyrics,4
707848,the distance between our bodies is a problem we can fix lyrics,4
707848,minus the bear lyrics,4
707848,minus the bear,4
707848,y plus white girl lyrics,4
707848,attention lyrics,4
707848,5 days and counting lyrics,4
707848,myspace text codes,22
707848,myspace symbol codes,22
707848,cortisone shots,23
707848,ohio republican primary for governor,24
707848,ohio republican primary results,24
707848,list of area codes,25
707848,melody 49 drive in,26
707848,check marks lyrics,4
707848,black mamba lyrics,4
707848,bluffton university,18
707848,just one more mouth full lyrics,4
707848,swing swing lyrics,4
707848,the last song lyrics,4
707848,runaway lyrics,4
707848,runaway lyrics cartel,4
707848,it ends tonight lyrics,4
707848,perthes disease,27
707848,mall of america lyrics,4
707848,volcanoe types,28
707848,volcano types,28
707848,french volcanos,28
707848,french volcanoes,28
707848,volcanoes in france,28
707848,greenville ohio zip code,25
707848,baby you wouldn't last,4
707848,a static lullaby lyrics,4
707848,area code list,25
707848,under serious attack,4
707848,the casualty lyrics,4
707848,shallow means deep ends lyrics,4
707848,there's a coldest day in every year lyrics,4
707848,the adventure lyrics,4
707848,the juliana theory,4
707848,juliana theory lyrics,4
707848,smile you've won lyrics,4
707848,story for supper lyrics,4
707848,her and haley lyrics,4
707848,i was born to say i love you lyrics,4
707848,chaine des puys,28
707848,puy de dome,28
707848,men are fools lyrics,4
707848,live by our own rules lyrics,4
820873,american baptist churches,1
820873,weather,2
820873,internet,3
820873,southwest airlines,4
820873,united airlines,4
820873,aol peoria weather,2
820873,peoria il weather,2
820873,peoria il weather forecast,2
820873,chicago midway airport,4
820873,costochondritis,5
820873,american bapist churches,1
820873,family reunions,6
820873,nametags,7
820873,pine knoll shores nc,8
932882,accountsummary,1
932882,americanexpress accountsummary,1
932882,americanexpress account summary,1
932882,americanexpress,1
932882,american greetomgs,2
932882,james blunt,3
932882,goodbye my loer,3
932882,coldwatercreek,4
1045635,jim rome,1
1045635,windows media player,2
1045635,windows media 10,2
1045635,real player,2
1045635,real player 10,2
1045635,bank of america,3
1045635,ad an icon,4
1045635,add ani icon,4
1045635,daily racing form,5
1045635,la dodger baseball,6
1045635,earthlink high speed,7
1045635,la dodgers baseball,6
1045635,verizon wireless,7
1045635,world baseball classic,6
1045635,daily racingform,5
1045635,adobe reader,8
1045635,todays racing digest,5
1045635,are smartest people great in math,9
1045635,smartest people in the world excell in math,9
1045635,what makes up the smartest,9
1045635,math and genious,9
1045635,smartest people,9
1045635,are math wizards smartest,9
1045635,math,9
1045635,why math,9
1045635,why we need math,9
1045635,baseball fantasy,6
1045635,speed up dailup,7
1045635,live help,10
1045635,race replys,5
1045635,race replays,5
1045635,world basell classic,6
1045635,shot guns,11
1045635,update media player,2
1045635,update media player 9 series,2
1045635,jt the brick,1
1045635,storm watch,12
1045635,weather,12
1045635,dailyracingform,5
1045635,search with plate numbers,13
1045635,plate searches,13
1045635,license plate,13
1045635,plate search,13
1045635,faster dailup,7
1045635,faster dialup,7
1045635,beach,14
1045635,final four,15
1045635,espn final four bracket,15
1045635,verizon prepaid,7
1045635,ucla basketball,15
1045635,bush,16
1045635,march madness,15
1045635,espn ncaa tourney,15
1045635,sweet sixteen,17
1045635,santaanitaracing,5
1045635,racereplays,5
1045635,xpressbet,5
1045635,schedule for marchmadness,15
1045635,ucla baskettball,15
1045635,aol safety and security,18
1045635,microsoft antispyware,18
1045635,spyware,18
1045635,antispyware,18
1045635,spybot,18
1045635,install spyware,18
1045635,microsoft spyware,18
1045635,older version of aol spyware,18
1045635,aol spyware,18
1045635,cbs march madness,15
1045635,spywareolder version,18
1045635,kfi640am,19
1045635,fredricks of hollywood,20
1045635,big bras,20
1045635,ncaa march madness,15
1045635,map quest,21
1045635,find adress by phone number,22
1045635,acton adress by phone number,22
1045635,free phone book phone and adress,22
1045635,public records adress by phone,22
1045635,acton california adress by phone,22
1045635,free adress lookup by phone,22
1045635,yahoo search,23
1045635,yahoo adress by phone,23
1045635,digimax viewer2.1,24
1045635,dailyracing form,5
1045635,horse racing dailyracing form,5
1045635,xpress bet,5
1045635,sicillians,25
1045635,sicilians,25
1045635,livee help,10
1045635,girl,26
1045635,uniroyal tires,27
1045635,fix my browser,28
1045635,aol fix my browser,28
1045635,birds,29
1045635,quail,29
1045635,dove,29
1045635,the bird dove,29
1045635,the dove what does it eat and where does it live,29
1045635,the dove diet,29
1045635,where do doves live,29
1045635,habitat of doves,29
1045635,santaanita racetrack,5
1045635,big bra,20
1045635,horseracing todays racing digest,5
1045635,todaysracingdigest,5
1045635,la dodgers,6
1045635,la laker basketball,15
1045635,the term home girl,30
1045635,santaanita,5
1045635,horses,5
1045635,kentucky derby,5
1045635,installing tires,27
1045635,how to install tires,27
1045635,fastest way to install tires,27
1045635,how to mount tires,27
1045635,mounting tires,27
1045635,dismounting tires,27
1045635,best way to dismount tires,27
1045635,fastest tire changing,27
1045635,mounting and dismounting tires fast,27
1045635,maury povich news,31
1045635,camaro,32
1045635,history of the camaro,32
1045635,1966 camaro,32
1045635,1967 camaro photos,32
1045635,michael jordan,15
1045635,phil jackson,15
1045635,coaching career for phil jackson,15
1045635,is phil jackson a true great coach,15
1045635,laker basketball,15
1045635,laker girls,15
1045635,past performance kentucky derby,5
1045635,dodger baseball,6
1045635,570 am talk,1
1045635,mad cow on 570 am,1
1045635,mad cow sports,1
1045635,fox sports 570 am,1
1045635,fox sports radio 570 am,1
1045635,570 xtra sports radio,1
1045635,penile enlargement,33
1045635,preeakness stakes,5
1045635,horse racing preakness,5
1045635,beautiful women,34
1045635,ufc championchip,35
1045635,ufc championship,35
1045635,ultimate fighting in losangeles,35
1045635,hixon gracie,35
1045635,matt hughes versus royce gracie,35
1045635,ultimate fighting in la,35
1045635,royce grazie,35
1045635,grazie jujitsu,35
1045635,ultimate fighting la,35
1268974,auto trader,1
1268974,center for lyme disease,2
1268974,1981 pontias trans am,1
1268974,1981 pontiac trans am indy car,1
1268974,st. james parish family phoenix,3
1268974,st. james church phoenix,3
1268974,1980 trans am parts,1
1268974,upgrade 9.0,4
1268974,9.0 upgrade,4
1268974,pgrade 9.0,4
1268974,moon valley country club phoenix,5
1268974,reptiles of arizona,6
1268974,cdc lyme disease,2
1379196,larry north fitness,1
1379196,chonda pierce,2
1379196,i want to wrote a childrens book,3
1379196,cabins to rent in texas',4
1379196,maui prince hotel makena,5
1379196,marriott wailea,5
1379196,amoryn,6
1379196,homes for sale in keller texas,4
1379196,symptoms of a tooth starting to abcess,7
1379196,symptoms of a tooth starting to abscess,7
1379196,symptoms of a short root canal that doesn't heal,7
1379196,recent photos of meg ryan,8
1379196,fairmont kea lani,5
1379196,polo beach club rental,5
1379196,polo beach villa,5
1379196,polo beach club unit 108,5
1379196,the point at wailea,5
1379196,eula village rentals,5
1379196,eula village rentals in wailea,5
1379196,outrigger wailea,5
1379196,wailea marriott resort,5
1379196,four seasons maui,5
1379196,makena surf,5
1379196,chelation,7
1379196,julius caesar,9
1379196,julius caesar's obituary,9
1379196,brutus' obituary,9
1379196,marcus brutus' obituary,9
1379196,cassius' obituary,9
1379196,weather,10
1379196,julius casar,9
1379196,marcus brutus,9
1379196,caius cassius,9
1379196,cassius,9
1379196,picture of cassius,9
1379196,obituaries,11
1379196,obituary,11
1379196,forth worth star telegram obituaries,11
1379196,forth worth star telegram,11
1379196,when was julius caesar born,9
1379196,picture of cassius julius caesar,9
1379196,picture of julius caeser,9
1379196,pictures of julius caeser,9
1379196,picture of caius cassius,9
1379196,google,12
1379196,abscess in the maxillary sinus,7
1379196,rough creek lodge,13
1379196,paul bocafoli,14
1379196,mark allen stevens,15
1379196,lori cioni horvath,16
1379196,lori cioni,16
1379196,vincent e. cioni,16
1379196,lori horvath,16
1379196,uvula,7
1379196,clitoris,17
1379196,driving directions,18
1379196,university of phoenix,19
1379196,black and decker can opener,20
1379196,blue mountain beach adagio condo e-204,21
1379196,metagenics,22
1379196,phosphatidyl,22
1379196,eula village 101,5
1379196,eula village unit 101 in wailea,5
1379196,wailea elua unit 101,5
1379196,map of maui,5
1379196,symptoms of a growth near the temple,7
1379196,symptoms of pressure one sided at the temple,7
1379196,keller isd,19
1379196,oklahoma city universityschool of law,19
1379196,oklahoma city university school of law,19
1379196,tmj,7
1379196,ear pain and headache,7
1379196,symptoms of too many antibiotics,7
1379196,symptoms of abcess in maxillary sinus,7
1379196,symptoms of abscess in maxillary sinus,7
1379196,palate pressure,7
1379196,soft palate pressure,7
1379196,sinus infection symptoms,7
1379196,who owns taret stores,23
1379196,who owns target stores,23
1379196,cheap first class airfare to hawaii,5
1379196,polo beach club,5
1379196,condos for rent in wailea,5
1379196,orthognathic surgery support,7
1379196,unexplained weight gain,6
1379196,bipolar symptoms,6
1379196,renaissance wailea beach resort,5
1379196,wailea tennis center,5
1379196,wailea elua vilaage beach front condo,5
1379196,wailea elua village beach front condo,5
1379196,wailea elua village vacation rentals,5
1379196,grapevine logistics company,24
1379196,where to buy little penguin wine,25
1379196,central market,25
1379196,the little penguin wine in dallas fort worth area stores,25
1379196,dallas aquarium,26
1379196,vacation rentals at wailea elua,5
1379196,solutions,27
1379196,vacation rentals for sale,5
1379196,best rates lodging in wailea,5
1379196,lypoma,28
1379196,wailea renaissance,5
1379196,crosill old patterns,29
1379196,croscill old patterns,29
1379196,croscill discontinued bedding,29
1379196,city of southlake texas,30
1379196,city of colleyville texas,30
1379196,city of colleyville texas cahmber,30
1379196,city of colleyville texas chamber,30
1379196,city of keller texas chamber,30
1379196,keller texas chamber of commerece,30
1379196,keller texas chamber of commerce,30
1379196,shawn patton,31
1379196,mcreynolds orthodontics,7
1379196,fo-ti,32
1379196,arbonne,32
1379196,fitness management jobs in the dallas fort worth area,33
1379196,club industry,33
1379196,golds gym,33
1379196,derma q-gel,32
1379196,where to purchase derma q-gel,32
1379196,childtime child care in keller texas,34
1379196,child care by the hour in keller texas,34
1379196,keller texas chamber of commerce memebrs,30
1379196,keller texas chamber of commerce members,30
1379196,symptoms of heavy metals in body,35
1379196,thallium is found in what products,35
1379196,the apprentice,36
1379196,olive leaf,37
1379196,marionberry,38
1379196,casey rivers,39
1379196,where is the adrenal alnd,40
1379196,where is the adrenal gland,40
1379196,supplementing l-tyrosine,40
1379196,location of liver,40
1379196,anatomy photo of the backside of the human body,40
1379196,uses for vitamin b-5,22
1379196,uses for adrenal concentrate,22
1379196,uses for spleen concentrate,22
1379196,miracle eyes,32
1379196,march maddness,41
1379196,march madness,41
1379196,lryics,42
1379196,song lyrics,42
1379196,jim marcotte,43
1379196,country club in grand prairie texas,43
1379196,woodcrest country club in grand prairie texas,43
1379196,dr. howard dds dalls texas,7
1379196,mediterannean villa in arlington texas,33
1379196,mediterranean villa in arlington texas,33
1379196,the greenhouse spa texas,33
1379196,owners of the greenhouse spa,33
1379196,jerry and lee katzoff,33
1379196,thermolase dallas texas,33
1379196,thermolase,33
1379196,dr john standerfer dallas,32
1379196,dr john standefer dallas,32
1379196,kathy long marshall,44
1379196,beth lutes benners,45
1379196,divorce records,46
1379196,divorce records in texas,46
1379196,the houstonian,33
1379196,jerry katzoff,33
1379196,call blocking,47
1379196,call blocking 67,47
1379196,symptoms of pressure in the palate,7
1379196,symptoms of enlarged turbinates,7
1379196,clint rainer,48
1379196,tom munks,48
1379196,ispa,33
1379196,spa international,33
1379196,spa directors positions in texas,33
1379196,annbeth eschbach,33
1379196,brentwood associates,49
1379196,remote invocationtype pcsearch.top,50
1379196,heart,40
1379196,jim,51
1379196,correct thyroid levels,22
1379196,estee lauder,32
1379196,westhroid,22
1379196,search,52
1379196,block incoming email addresses,47
1379196,coldwater creek spas,33
1379196,urgent care facilities in oklahoma city,53
1379196,first medical urgent care clinic,53
1379196,urgent care facilities,53
1379196,para bread,54
1379196,panera bread,54
1379196,homes for sale in southlake texas,4
1379196,ranchero ranch in waco texas',4
1379196,ranchero ranch in waco texas,4
1379196,ranchero ranch townhomes in waco texas,4
1379196,bandera ranch townhomes in waco texas,4
1379196,list of names of texas realtors,4
1379196,list of names of texas realtors in the dallas area,4
1379196,carla cioni,4
1379196,carla cioni realtor texas,4
1379196,frisco realtors,4
1379196,reltors in frisco texas,4
1379196,realtors in frisco texas,4
1379196,find a licensed realtor in texas,4
1379196,bellachase in dallas,4
1379196,bellechase in dallas,4
1379196,crestabella in dallas,4
1379196,meyer development corporation,4
1379196,judy pittman inc,4
1379196,pottery barn,55
1379196,pier one,55
1379196,script words wall art,56
1379196,script word relax wall ahnging,56
1379196,script word relax wall hanging,56
1379196,domestications,56
1379196,sandpoint idaho,57
1379196,metroplex passing academy,58
1379196,cvd,59
1379196,huntington learning center,60
1379196,huntington learning center southlake texas,60
1379196,houstonian,61
1379196,alcohol stimulant or depessant,62
1379196,alcohol stimulant or depressant,62
1379196,victorias secret,63
1379196,drug hair testing,64
1379196,victoria secret,63
1379196,adam eve,65
1379196,benefits of zoloft,6
1379196,neurontin,6
1379196,side by side drug comparison,6
1379196,neurontin or tegretol,6
1379196,neurontin to treat aniexty,6
1379196,neurontin to treat anxiety,6
1379196,snri or ssri,6
1379196,drug interactions,6
1379196,suregery type for a dermoid on ovary,66
1379196,surgery type for a dermoid on ovary,66
1379196,hilton hotel southlake teaxas,67
1379196,hilton hotel southlake texas,67
1379196,utsouthwestern,68
1379196,top breast cancer doctors in dallas,68
1379196,utsouthwestrn,68
1379196,ut southwestern,68
1379196,utsouthwestern dallas,68
1379196,mixing 5-htp with zoloft,6
1379196,mixing same with zoloft,6
1379196,mixing same with ssri's,6
1379196,effexor xr,6
1379196,zoloft,6
1379196,baylor fitness center,33
1379196,pay scale for spa directors,33
1379196,benien tumor,28
1379196,verizon,69
1379196,fort worth star telegram,33
1379196,fort worth star telegram job sertion,33
1379196,fort worth star telegram job section,33
1379196,star telegram,33
1379196,results from keller texas school board elections,70
1379196,faberware pans,71
1379196,prognosis of invasive ductal carcinoma grade 3,68
1379196,invasive breast cancer prognosis,68
1379196,day spas in the dallas fort worth area,33
1379196,main street days naperville,72
1379196,polo beach club condo 101,5
1379196,polo beach club condo 108,5
1379196,wulong for life,73
1379196,suteraday spa flower mound texas,33
1379196,sutera day spa flower mound texas,33
1379196,-08trbu0 4c w,74
1379196,coldwater creek day spas,33
1379196,international spa association,33
1379196,hotels in grapevine texas,67
1379196,dfw hilton,67
1379196,thinkgs to do in wailea,5
1379196,coldweel banker island properties,75
1379196,coldwell banker island properties,75
1379196,baronesse cosmetics,32
1379196,gaylord texasn,67
1379196,gaylord texan,67
1379196,international spa associatation,33
1379196,energy fitness in fort worth texas,33
1379196,relace spa,33
1379196,the gaylord texan,67
1379196,the solana club,33
1379196,health fitness corporation,33
1379196,linda pejchar h&f solutions,33
1379196,h&f solutions,33
1379196,regional manager positions in the health & fitness industry,33
1379196,positions in the health & fitness industry,33
1379196,h & f solutions,33
1379196,linda pejchar,33
1490619,wrestling backgrounds,1
1490619,kimberly heidenreich,2
1490619,rain boots photo,3
1490619,avg virus protector,4
1490619,coloring papers,5
1490619,coloring,5
1490619,newsletter,6
1490619,prisoners,7
1490619,scott peterson,7
1490619,free samples,8
1490619,news,9
1490619,rape vitums,7
1490619,rape victims,7
1490619,virus protecter,4
1490619,microsoft virus protecter,4
1490619,free microsoft virus protecter,4
1490619,congenital insensitvy to pain,10
1490619,blinks,11
1490619,blinkies,11
1490619,white pages,12
1490619,white pages las vegas nv,12
1490619,hamster care,13
1490619,dwarf hamster care,13
1490619,hamster guide,13
1490619,hamster pet supplies,13
1490619,how to have sex,14
1490619,pictures on having sex,14
1490619,anaimal sex,14
1490619,animal sex,14
1490619,endangered animals,15
1490619,oblongs,16
1490619,facebook,17
1490619,barney,18
1490619,sexy person,19
1602009,how to pass urine drug test,1
1602009,gnc,1
1602009,the vitamin shoppe,1
1602009,gold tee,2
1602009,gold t,2
1602009,go t,2
1602009,mustache styles,2
1602009,mustache styles galleries,2
1602009,pictures of goatee,2
1602009,ketamine,1
1602009,tinley park pennysaver,3
1602009,tinley park pennysaver classifieds,3
1602009,un nighttinley park pennysaver,3
1602009,sony str de845,4
1602009,chicagoland female escorts anal,5
1602009,chicagol female escorts anal,5
1602009,chicago female escorts anal,5
1602009,chicago independent escort service anal,5
1602009,escorts by zip code,5
1602009,escorts by zip code chicago,5
1602009,escorts by zip code chicago anal,5
1602009,chicagoland cheap escorts,5
1602009,chicagocheap escorts,5
1602009,chicago cheap escorts,5
1602009,cheap escort services,5
1602009,cheap escort services illinois,5
1602009,cheap escort services illinois chicago,5
1602009,chicagoland female escorts,5
1602009,illinois escorts anal,5
1602009,illinois escorts greek,5
1602009,illinois female escorts,5
1602009,illinois female escorts by zip code,5
1602009,free full length porn movies,6
1602009,free full length downloadable fuck movies,6
1602009,ml,7
1602009,female escorts cheap,5
1602009,female escorts cheap 60477,5
1602009,chicago female escorts,5
1602009,escortbyzipcode,5
1602009,escort by zip code,5
1602009,eros,8
1602009,attaching spinners,9
1602009,attaching spinners for wheels,9
1602009,mapquest,10
1602009,chicago revue,5
1602009,chicago escort revue,5
1602009,yellow,11
1602009,cheap female escorts in chicago,5
1602009,female escorts in chicago,5
1602009,cheap chicago escorts,5
1602009,mens fake vagina,12
1602009,mens masturbation toys,12
1602009,menns,12
1602009,apple imac,13
1602009,power mac g5,13
1602009,screensavers,14
1602009,dj teisto,15
1602009,dj tiesto,15
1602009,imac g5,13
1602009,aol plug in,16
1602009,aol plug in downloads,16
1602009,chicago escorts,5
1602009,titty fucking mpegs,6
1602009,free porn mpeg,6
1602009,free titty fuck mpeg,6
1602009,free titty fuck,6
1602009,free titty fuck download movies,6
1602009,free titty fuck download full lenth movies,6
1602009,free titty fuck download full length movies,6
1602009,big tit mpegs,6
1602009,free mac screensaver downloads,14
1602009,free music downloads,17
1602009,safari 1.3 mac download,18
1602009,free safari 1.3 mac download,18
1602009,free anal mpegs,6
1602009,free anal mpegs galleries,6
1602009,free full porn movie downloads,6
1602009,free full length pornos,6
1602009,fake tit mpegs,6
1602009,free full length sex videos,6
1602009,virtual porn mpegs,6
1602009,virtual reality porn mpegs,6
1602009,limewire 4.3,19
1602009,free limewire 4.3,19
1713103,trialoffer helldirect,1
1713103,trialoffer hellodirect,1
1713103,trial offer hellodirect,1
1713103,party poker,2
1713103,aol med,3
1713103,online meds,3
1713103,kid games,4
1713103,purchas,5
1713103,las vagas,6
1713103,stratosphere,6
1713103,google,7
1713103,pomagranit jusce,8
1713103,pomegranate juice,8
1713103,opal-export,9
1713103,clup pogo,4
1713103,club pogo,4
1713103,metal detecting,10
1713103,ebay,11
1713103,goggles,7
1713103,gogles,7
1713103,casino winsor,12
1713103,web cam,13
1713103,traffic cam,13
1713103,odot,13
1713103,aol,14
1713103,jobs in wooster ohio,15
1713103,free money now,16
1713103,aol mail,17
1713103,wli reservationsrewards,16
1713103,delta,18
1713103,yahoo,7
1713103,swappers,19
1713103,ohio swappers,19
1713103,a,20
1713103,antique road show,21
1713103,yahoo maps,22
1713103,maps,22
1713103,maps canada,22
1713103,winsor ontario,12
1713103,lands end,23
1713103,yahoo,22
1713103,home depo,23
1713103,moss remover,23
1713103,oregon scientific,24
1713103,raintree cab,25
1713103,streets maps,26
1713103,delorne streets maps,26
1713103,wildtree herbs,27
1713103,dr deback choppra,28
1713103,dr debock choppra,28
1713103,debock choppra,28
1713103,deepak chopra,28
1713103,herbal teas,27
1713103,gardening,27
1713103,herb gardening,27
1713103,david blaine,29
1713103,child disability report,30
1713103,pogo,4
1713103,castor beans,27
1713103,taxi,25
1713103,taxi cabs,25
1713103,advertising,31
1713103,print shop,32
1713103,print shop demo,32
1713103,print shop premier edition,32
1825512,salon ideas,1
1825512,salon designs,1
1825512,dance studios,2
1825512,parenta contro,3
1825512,parental control,3
1825512,bluebook,4
1936169,dustin's passions page,1
1936169,gardenweb,2
1936169,dustins passions page,1
1936169,cats,3
1936169,preghnant cats,3
1936169,pregnant cats,3
